Site,Image,Alt,AI Description,Alt score,AI score,Alt regex,AI notes,AI length,URL,,Rating scale,
www.nativeplanttrust.org,,Nasami_fall_milkweed.jpg,Dry grassland with white fluffy plants and trees under a clear blue sky.,,,Bad,,72,https://newfs-society.s3.amazonaws.com/images/Nasami_fall_milkweed.2e16d0ba.fill-300x205.jpg,,,
www.nativeplanttrust.org,,Plant Sales_Gary Sloan.jpg,A child in a striped tank top pulls a red wagon filled with plants in a garden setting.,,,Bad,,87,https://newfs-society.s3.amazonaws.com/images/Plant_Sales_Gary_Sloan.2e16d0ba.fill-300x205.jpg,,,
www.nativeplanttrust.org,,WashingtonPost illustration,Illustration of two people gardening a large flower with the Earth as its bloom against a pink background.,,,,,106,https://newfs-society.s3.amazonaws.com/images/Screen_Shot_2024-01-08_at_11.15.44.2e16d0ba.fill-300x205.png,,,
www.nativeplanttrust.org,,Time web header,"Bald man with glasses smiling, wearing a blue shirt, tie, and grey sweater.",,,,,75,https://newfs-society.s3.amazonaws.com/images/tim-web-header.2e16d0ba.fill-300x205.jpg,,,
cndls.georgetown.edu,,Free Speech Project,"Map of the United States displaying various locations marked with numbered bubbles, indicating quantities or values pertaining to specific geographic points across the country.",,,,,176,https://storage.googleapis.com/cndls-website-media/images/Screen_Shot_2022-01-26_at_9.47.54_PM.height-194.png,,,
cndls.georgetown.edu,,GeorgetownUniversitySkylinePotomacBoathouse_landscape.jpeg,"Lush greenery along a riverfront, with a skyline featuring Gothic-style towers under a partly cloudy sky.",,,Bad,,105,https://storage.googleapis.com/cndls-website-media/images/GeorgetownUniversitySkylinePotomacBoathouse_l.height-194.jpg,,,
cndls.georgetown.edu,,Slavery Archive Banner,"Vintage etching depicting a landscape with densely packed trees and several distinct buildings, including what appears to be a church dome.",,,,,139,https://storage.googleapis.com/cndls-website-media/images/banner-slavery_544x362.height-194.jpg,,,
cndls.georgetown.edu,,car barn.jpeg,Red brick building with a clock tower under blue skies with wispy clouds. An American flag is visible on the left.,,,Bad,,114,https://storage.googleapis.com/cndls-website-media/images/car_barn.2e16d0ba.fill-1047x842.jpg,,,
cndls.georgetown.edu,,keys.jpeg,Illuminated laptop keyboard with a blue backlight in a dark room.,,,Bad,,65,https://storage.googleapis.com/cndls-website-media/images/keys.2e16d0ba.fill-1047x842.jpg,,,
cndls.georgetown.edu,,students.jpeg,Students walking through a college campus walkway with booths and posters on the sides.,,,Bad,,87,https://storage.googleapis.com/cndls-website-media/images/students.2e16d0ba.fill-1047x842.jpg,,,
geelongartscentre.org.au,,Credit Tiny Empire Collective.png,"Two women conversing with wine glasses, in a social setting with a band playing in the background.",,,Bad,,98,https://cdn.geelongartscentre.org.au/media/images/Credit_Tiny_Empire_Collective.2e16d0ba.fill-560x654.png,,,
geelongartscentre.org.au,,CROP FOR WEB,"Two men smiling and holding a long wooden stick between them, one appears to be pulling it away from the other.",,,,,111,https://cdn.geelongartscentre.org.au/media/images/CROP_FOR_WEB.2e16d0ba.fill-560x654.jpg,,,
geelongartscentre.org.au,,Tutti-Wine,Two glasses with red liquid casting long shadows on a green surface.,,,,,68,https://cdn.geelongartscentre.org.au/media/images/Tutti-Wine.2e16d0ba.fill-560x654.jpg,,,
wagtail.org,,Aimee Maroney,"Smiling woman with short hair, earrings and a blue top.",,,,,55,https://media.wagtail.org/images/Aimee_Maroney.2e16d0ba.fill-50x50.jpg,,,
wagtail.org,,Google,Google,,,,,6,https://media.wagtail.org/images/google_xJwilw8.max-200x200.png,,,
wagtail.org,,M+Museum,Twilight cityscape with illuminated skyscrapers by the water; reflections of colorful lights on the surface.,,,,,108,https://media.wagtail.org/images/MMuseum.2e16d0ba.fill-495x495.png,,,
wagtail.org,,Matthew Newton,"A bearded man with long hair and glasses, outdoors with greenery in the background.",,,,,83,https://media.wagtail.org/images/MatthewNewton.2e16d0ba.fill-50x50.jpg,,,
wagtail.org,,MIT,MIT Massachusetts Institute of Technology,,,,,41,https://media.wagtail.org/images/MIT-Logo.max-200x200.png,,,
wagtail.org,,Mozilla,moz://a,,,,,7,https://media.wagtail.org/images/moz.max-200x200.png,,,
wagtail.org,,NHS,NHS,,,,,3,https://media.wagtail.org/images/nhs.max-200x200.png,,,
wagtail.org,,Oxfam,OXFAM,,,,,5,https://media.wagtail.org/images/oxfam_Br8enLn.max-200x200.png,,,
wagtail.org,,rca,"The image is completely black, indicating either an absence of visual content or a technical error where the image failed to load or display.",,,,,141,https://media.wagtail.org/images/rca.max-200x200.png,,,
wagtail.org,,screenshot-code2,"Screen with a content management system interface on the left and a code editor on the right displaying Python code for a blog page model. Text: ""The Greatest Thing Since Sliced Bread,"" ""Innovation in the brick oven.""",,,,,217,https://media.wagtail.org/images/screenshot-code2_OMwPnAK.original.width-1300.png,,,
wagtail.org,,screenshot-streamfield2,"A screenshot of a text editor with an article titled ""The Greatest Thing Since Sliced Bread"" and a search bar saying ""Search blocks"".",,,,,133,https://media.wagtail.org/images/screenshot-streamfield2_tECX3RB.original.width-1300.png,,,
wagtail.org,,This is a photo of Michael Frost smiling and standing in front of a waterfall.,A smiling man with a waterfall in the background.,,,,,49,https://media.wagtail.org/images/IMG_0876.2e16d0ba.fill-90x90.jpg,,,
wagtail.org,,This is a picture of a patient receiving a treatment at Cambridge University Hospitals,Two healthcare workers in masks prepare for a blood test on a male patient's finger in a clinical setting.,,,,,106,https://media.wagtail.org/images/OccupationTherapy_3167.2e16d0ba.fill-495x495.jpg,,,
www.cherrylakes.co.uk,,18lb Ghost Common Keith Waddington,Man holding a large fish in front of a lake with trees in the background.,,,,,73,https://cherrylakes.s3.eu-west-1.amazonaws.com/images/18lb_Ghost_Common_Keith_Waddington.width-600.jpg,,,
www.cherrylakes.co.uk,,Balloon,"Red Virgin hot air balloon above calm lake with reflection, surrounded by trees and two swans on water.",,,,,103,https://cherrylakes.s3.eu-west-1.amazonaws.com/images/Balloon.width-600.jpg,,,
www.cherrylakes.co.uk,,Facebook Reviews,"Facebook page ""Cherry Lakes"" with 5,682 likes, recommended by 146 people, and three reviews with positive comments and user profile images.",,,,,139,https://cherrylakes.s3.eu-west-1.amazonaws.com/images/Facebook_Reviews.width-600.jpg,,,
www.cherrylakes.co.uk,,Matthew Blinston with ’The Peach’ at 31-14 from Cherry Lake Cottage.,Man squatting while holding a large carp in front of green foliage.,,,,,67,https://cherrylakes.s3.eu-west-1.amazonaws.com/images/Matthew_Blinston_with_The_Peach_at_31-14_rom_C.width-600.jpg,,,
www.cherrylakes.co.uk,,Pochard Exterior 2,"Wooden cabin with a deck overlooking a pond, surrounded by greenery, with outdoor chairs and an umbrella.",,,,,105,https://cherrylakes.s3.eu-west-1.amazonaws.com/images/Pochard_Exterior_2.width-600.jpg,,,
www.cigionline.org,,AIEthics-Series_Poster,"Classical statue's profile with colorful abstract shapes coming from the head. Text below reads ""A CIGI Essay Series The Ethics of Automated Warfare and Artificial Intelligence"".",,,Bad,,178,https://www.cigionline.org/static/images/AIEthics-Series_Poster.width-700.jpg,,,
www.cigionline.org,,cyber-poster_no-txt_0.jpg,"Nighttime cityscape with illuminated buildings and streets, overlaid with text: ""Governing Cyberspace during a Crisis in Trust. An essay series on the economic potential – and vulnerability – of transformative technologies and cyber security.""",,,Bad,,243,https://www.cigionline.org/static/images/cyber-poster_no-txt_0.width-700.jpg,,,
www.cigionline.org,,FourDomains_Series_CIGI-Poster,The Four Domains of Global Platform Governance - A CIGI Essay Series with abstract patterns and textures in the background.,,,Bad,,123,https://www.cigionline.org/static/images/FourDomains_Series_CIGI-Poster.width-700.jpg,,,
www.cigionline.org,,India,"Protestors with various national flags, including Canada, USA, and France; banners with slogans, one reading ""JUSTICE PREVAILS:"".",,,,,129,https://www.cigionline.org/static/images/India_7QPdg9t.2e16d0ba.fill-520x390.png,,,
www.cigionline.org,,Mulroney,An older man wearing a suit clapping and smiling with a warm expression.,,,,,72,https://www.cigionline.org/static/images/Mulroney.2e16d0ba.fill-520x390.png,,,
www.cigionline.org,,nat-sec_poster.png,"Cover page with a stylized fingerprint icon above the title ""Security, Intelligence and the Global Health Crisis - A CIGI Essay Series"" on a blue background.",,,Bad,,157,https://www.cigionline.org/static/images/nat-sec_poster.width-700.png,,,
www.cigionline.org,,OGBV_SpecialReportVid_CIGI-thumb2,Abstract geometric background with a colorful diamond centerpiece showcasing a fragmented image of a person's face.,,,Bad,,115,https://www.cigionline.org/static/images/OGBV_SpecialReportVid_CIGI-thumb2.2e16d0ba.fill-1440x990.jpg,,,
www.cigionline.org,,PfPC_poster.png,"Essay Series - Global Cooperation on Digital Governance and the Geoeconomics of New Technologies in a Multi-polar World, depicted over a glowing digital network map of Earth.",,,Bad,,174,https://www.cigionline.org/static/images/PfPC_poster.width-700.png,,,
www.cigionline.org,,PostCOVID_poster.jpg,"Opinion Series\nGlobal Cooperation after COVID-19\n[Collage of grayscale images depicting various scenes from mask-wearing to tech brand logos, and international organization symbols.]",,,Bad,,184,https://www.cigionline.org/static/images/PostCOVID_poster.width-700.jpg,,,
www.cigionline.org,,Poster.png,A CIGI Essay Series\nSituating Canada in a Changing World:\nConstructing a Modern and Prosperous Future,,,Bad,,103,https://www.cigionline.org/static/images/Poster.width-700.png,,,
www.cigionline.org,,prabowo,"Two uniformed officers during a ceremonial event with a sign reading ""Rapim TNI-POLRI Cilangkap, 28 Februari 2024"" in the background.",,,,,133,https://www.cigionline.org/static/images/prabowo.2e16d0ba.fill-520x390.png,,,
www.cigionline.org,,SpaceGov-Series_Poster2,A CIGI Essay Series\nCybersecurity and Outer Space,,,Bad,,50,https://www.cigionline.org/static/images/SpaceGov-Series_Poster2.width-700.jpg,,,
www.cigionline.org,,trump24,"Man stands between two large flags, one reads ""President Trump 2024"" and the other ""AMERICA Trump KEEP AMERICA GREAT"". There's a ""Michael Mannino for Clearwater City Council Seats 5"" sign in the foreground.",,,,,206,https://www.cigionline.org/static/images/trump24.2e16d0ba.fill-1440x990.png,,,
www.colegiopaulofreire.org,,First slide,"Graduates in green and gold gowns excitedly throwing their caps in the air, celebrating.",,,,,88,https://paulofreire.s3.amazonaws.com/media/images/paulo_freire_home.cdb310c3.fill-425x679-c100.jpg,,,
www.gosh.org,,GOSH patient waving to camera while being held by her mum,"Baby with a nasal cannula looking at the camera with a smile, held close to an adult's chest.",,,,,93,https://media.gosh.org/images/61df78ee-c1406349-b4beb213-87b185.f088e0d7.fill-1140x730.jpg,,,
www.gosh.org,,Arlo sitting on hospital bed and smiling to camera,"Smiling toddler with fair hair in a multi-colored patterned outfit, teal background.",,,,,84,https://media.gosh.org/images/Arlo.2e16d0ba.fill-1140x730.jpg,,,
www.gosh.org,,Stone house in Cotswolds,"Traditional stone house with a gabled porch, symmetric windows, surrounded by a manicured garden and stone boundary wall.",,,,,121,https://media.gosh.org/images/omaze-homepage.2e16d0ba.fill-1140x730.jpg,,,
www.gosh.org,,Four young people sit on a couch holding game consoles and smiling,"Four people on a couch playing video games, smiling and holding controllers.",,,,,76,https://media.gosh.org/images/Stream_it_for_GOSH.2e16d0ba.fill-1140x730.jpg,,,
www.gosh.org,,illustration of tigers and heart on GOSH entrance sliding doors,Entrance to the Great Ormond Street Hospital for Children adorned with colorful artwork featuring animal silhouettes and heart shapes.,,,,,134,https://media.gosh.org/images/tigers_and_heart.2e16d0ba.fill-1140x730.jpg,,,
www.gosh.org,,GOSH patient looking to camera,"Young child with a patterned bandage on the cheek, smiling slightly, wearing a brown sweater.",,,,,93,https://media.gosh.org/images/Yumna_homepage_2.2e16d0ba.fill-1200x540.jpg,,,
www.leprosymission.org,,done-by-alex-_7gIfk0MU0o-unsplash.jpg,"Hand holding a sticker shaped like Florida with a dolphin, palm trees, and sunset design, text reads ""FLORIDA"".",,,Bad,,111,https://leprosymissioninternational.contentfiles.net/media/images/done-by-alex-_7gIfk0MU0o-unsp.5915a2e9.fill-600x600-c100.jpg,,,
www.leprosymission.org,,eu-cord-logo-dark1.png,eu cord network,,,Bad,,15,https://leprosymissioninternational.contentfiles.net/media/images/eu-cord-logo-dark1.max-400x400.png,,,
www.leprosymission.org,,IMG_4463.JPEG,Two smiling women in front of the United Nations headquarters building with trees and a clear sky.,,,Bad,,98,https://leprosymissioninternational.contentfiles.net/media/images/IMG_4463.f04bbb8b.fill-600x600-c100.jpg,,,
www.leprosymission.org,,Lightbulb icon,"Stylized light bulb with a check mark inside, surrounded by rays, signifying a correct idea or solution.",,,Bad,,104,https://leprosymissioninternational.contentfiles.net/media/images/Light_5TQWcTd.max-600x600.png,,,
www.leprosymission.org,,Location pin for TLM,Blue pin-shaped logo with a white outline of two abstract human figures wrestling inside it.,,,,,92,https://leprosymissioninternational.contentfiles.net/media/images/Pin_gxNZARc.max-600x600.png,,,
www.leprosymission.org,,Logo Clear.png,eolep,,,Bad,,5,https://leprosymissioninternational.contentfiles.net/media/images/Logo_Clear.max-400x400.png,,,
www.leprosymission.org,,LRI-logo - transparent.png,LEPROSY RESEARCH INITIATIVE,,,Bad,,27,https://leprosymissioninternational.contentfiles.net/media/images/LRI-logo_-_transparent.max-400x400.png,,,
www.leprosymission.org,,Medical bag icon,Blue medical bag icon with a white cross in the center.,,,Bad,,55,https://leprosymissioninternational.contentfiles.net/media/images/Bag_IPCm7jk.max-600x600.png,,,
www.leprosymission.org,,NNN logo.png,"Neglected Tropical Disease NGO Network with a row of colorful circles above the text, subtext reads ""A global forum of non-governmental organizations working together on NTDs.""",,,Bad,,176,https://leprosymissioninternational.contentfiles.net/media/images/NNN_logo.max-400x400.png,,,
www.leprosymission.org,,RS41568_anandaban-0032-scr.jpg,"A smiling male medical professional with glasses, beard, and lab coat, wearing an ID badge, standing indoors.",,,Bad,,109,https://leprosymissioninternational.contentfiles.net/media/images/RS41568_anandaban-0032-scr.2e16d0ba.fill-600x600-c100.jpg,,,
www.leprosymission.org,,RS44274_TLM-TamilNadu-8663-scr.jpg,A smiling man with crossed arms stands between two large trucks in an outdoor setting.,,,Bad,,86,https://leprosymissioninternational.contentfiles.net/media/images/RS44274_TLM-TamilNadu-8663-sc.03f84650.fill-600x600-c100.jpg,,,
www.leprosymission.org,,RS48081_Santosh9-scr.jpg,"Smiling man holding a sleeping baby wrapped in a purple blanket, sitting on a wooden chair.",,,Bad,,91,https://leprosymissioninternational.contentfiles.net/media/images/RS48081_Santosh9-scr.52a4f2cf.fill-600x600-c100.jpg,,,
www.leprosymission.org,,Shaking hands icon,"Two hands forming a heart shape, depicted in a monochrome line style.",,,Bad,,69,https://leprosymissioninternational.contentfiles.net/media/images/Heart_V1D4p5T.max-600x600.png,,,
www.leprosymission.org,,Transparent - GPZL_2C_Horizontal.png,Global Partnership for Zero Leprosy,,,Bad,,35,https://leprosymissioninternational.contentfiles.net/media/images/Transparent_-_GPZL_2C_Horizontal.max-400x400.png,,,
www.leprosymission.org,,Uniting to Combat NTDs.jpg,UNITING TO COMBAT NEGLECTED TROPICAL DISEASES,,,Bad,,45,https://leprosymissioninternational.contentfiles.net/media/images/Uniting_to_Combat_NTDs.max-400x400.jpg,,,
www.leprosymission.org,,Women at DBLM.jpeg,"Patients in a dimly lit hospital ward with simple beds and sparse furnishings, some sitting, others lying down.",,,Bad,,111,https://leprosymissioninternational.contentfiles.net/media/images/Women_at_DBLM.2e16d0ba.fill-600x600-c100.jpg,,,
www.wealthclub.co.uk,,EIS Factsheet,"Website page with a title ""Factsheet: EIS at a glance"" from Wealth Club, discussing Enterprise Investment Schemes, their risks, benefits, and tax advantages. Text below for experienced investors.",,,,,195,https://static-web-wealthclub.s3.amazonaws.com/images/EIS-factsheet-030423-1.width-400.jpg,,,
www.wealthclub.co.uk,,How to make ISA IHT free Aug 2019,"A guide on how to make your ISA IHT free with a man's photo on the left (Alex Davies, Chief Executive) and article text. It includes an advisory note at the bottom.",,,,,164,https://static-web-wealthclub.s3.amazonaws.com/images/How_to_make_ISA_IHT_free_042022.width-600.jpg,,,
www.wealthclub.co.uk,,SEIS factsheet,"Document titled ""Factsheet: SEIS at a glance"" discussing the Seed Enterprise Investment Scheme (SEIS) benefits, risks, and tax advantages for experienced investors. Wealth Club logo at top.",,,,,189,https://static-web-wealthclub.s3.amazonaws.com/images/SEIS_factsheet_042022.width-600.jpg,,,
www.wealthclub.co.uk,,VCT factsheet,"Plant-based drinks producer Plenish, one of Pembroke VCT’s earliest investments, was acquired by drinks giant Britvic in May 2021.\n\n*Only for experienced investors*\n\nFactsheet: VCTs at a glance\n\n[The document contains detailed information about Venture Capital Trusts (VCTs), their benefits, risks, tax advantages, and a disclaimer regarding investment risks and the need for professional advice.]",,,,,403,https://static-web-wealthclub.s3.amazonaws.com/images/VCT_factsheet_042022-min.width-600.jpg,,,
www.yadkinvalleync.com,,Christian Paul Vineyards winery in Yadkin Valley North Carolina,"A single-story building with an arched porch, stone accents, and a blue sky background. People are seated under the porch area.",,,,,127,https://www.yadkinvalleync.com/media/images/Christian_Paul_Vineyards_020a_-_CREDIT_Craig_.height-300.jpg,,,
www.yadkinvalleync.com,,Dog Friendly Travel in North Carolina Yadkin Valey,Smiling woman in sunglasses holding a dog and a glass of wine at a vineyard.,,,,,76,https://www.yadkinvalleync.com/media/images/Doggone_P1070809a.2e16d0ba.fill-640x360.jpg,,,
www.yadkinvalleync.com,,Enjoy Holiday Light Displays In and Around Mayberry,"Bronze statue of an adult and child adorned with Santa hats, flanked by Christmas trees with blue lights at night.",,,,,114,https://www.yadkinvalleync.com/media/images/agm_garden_2112-06701-2-web.height-300_TKMxkmO.jpg,,,
www.yadkinvalleync.com,,"Golden Road Vineyards, Yadkin Valley, North Carolina, Homegrown by Heroes",Rows of lush green vineyards beside a curved road with a building in the background and people walking along a path.,,,,,116,https://www.yadkinvalleync.com/media/images/Golden_Road_00801sharper_-_CREDIT_Sam_Dean.max-2000x1000.jpg,,,
www.yadkinvalleync.com,,Hiking Trails in Yadkin Valley NC Elkin Mt. Airy Pilot Mountain.jpg,"Two people walking hand in hand on a forest trail with directional signs, one sign reads ""CARTER FALLS"" and another ""TO MST"".",,,Bad,,125,https://www.yadkinvalleync.com/media/images/Hiking_Trails_in_Yadkin_Valley_NC_.2e16d0ba.fill-640x360.jpg,,,
www.yadkinvalleync.com,,Marshall-Tucker-Band-concert-Pilot-Mountain.jpg,THE MARSHALL TUCKER BAND,,,Bad,,24,https://www.yadkinvalleync.com/media/images/Marshall-Tucker-Band-concert-Pilot.2e16d0ba.fill-700x500.jpg,,,
www.yadkinvalleync.com,,Mayberry Squad Car Tours in Mt. Airy,Vintage police cars parked outside Wally's Service station with people around.,,,,,78,https://www.yadkinvalleync.com/media/images/Mayberry_007a.2e16d0ba.fill-640x360.jpg,,,
www.yadkinvalleync.com,,"Mount Airy, NC. Located in Yadkin Valley, NC","Two women walking down a sunny street with shops and a dog; one is holding a coffee. Signs read ""MALTS,"" ""WALKER'S FOOTWEAR,"" and ""SHOP LOCAL.""",,,,,143,https://www.yadkinvalleync.com/media/images/Mount_Airy_0422_-_CREDIT_Sam_Dean.height-500.jpg,,,
www.yadkinvalleync.com,,Pilot Mountain Outdoor Adventure Festival & Expo,"Emblem design with a tent, trees, and mountain, captioned ""PILOT MOUNTAIN OUTDOOR ADVENTURE""",,,,,92,https://www.yadkinvalleync.com/media/images/outdoor_adventure_logo_final.2e16d0ba.fill-700x500.png,,,
creatorchords.com,,Creatorchords home page image 1,"A person with glasses working at a computer workstation with audio equipment, focusing on a screen displaying 3D graphics.",,,,,122,https://creatorchords-bucket.s3.amazonaws.com/media/images/alex_2.2e16d0ba.fill-176x264.jpg,,,
creatorchords.com,,Creatorchords home page image 2,Black and white image of an electronic drum set in a room with animal-themed wall art and a patterned rug.,,,,,106,https://creatorchords-bucket.s3.amazonaws.com/media/images/IMG_1207.2e16d0ba.fill-176x264.jpg,,,
creatorchords.com,,Creatorchords home page image 3,"Black and white image featuring a collection of five various guitars, including electric and acoustic, displayed upright in a stand.",,,,,132,https://creatorchords-bucket.s3.amazonaws.com/media/images/IMG_1206.2e16d0ba.fill-176x264.jpg,,,
creatorchords.com,,Creatorchords home page image 4,Close-up of a condenser microphone in black and white.,,,,,54,https://creatorchords-bucket.s3.amazonaws.com/media/images/IMG_1212.2e16d0ba.fill-176x264.jpg,,,
creatorchords.com,,Creatorchords home page image 5,Black and white image of hands typing on a computer keyboard with piano keys visible in the foreground.,,,,,103,https://creatorchords-bucket.s3.amazonaws.com/media/images/alex3.2e16d0ba.fill-176x264.jpg,,,
creatorchords.com,,Anthem of the United Sloths cover photo,"An illustrated sloth with a colorful headband and scarf playing a guitar among foliage. Text reads ""ALEXANDER NAKARADA ANTHEM OF THE UNITED SLOTHS"".",,,,,148,https://creatorchords-bucket.s3.amazonaws.com/media/images/Anthem_of_the_United_Sl.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Cybertrooper cover photo,"Armored soldiers confront a giant robotic spider in a desolate landscape. Text: ""ALEXANDER NAKARADA CYBERTROOPER""",,,,,113,https://creatorchords-bucket.s3.amazonaws.com/media/images/Cybertrooper_-_squarear.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Drunken Sailor cover photo,"A weary pirate reclines on a ship deck, sea and sky in the background, with the caption ""Alexander Nakarada DRUNKEN SAILOR"".",,,,,124,https://creatorchords-bucket.s3.amazonaws.com/media/images/Drunken_Sailor_-_square.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Katie’s Rock Theme cover photo,"Sunset over the ocean viewed from a wooden pier with ""MORNINGSTAR - KATIE'S ROCK THEME"" by Alexander Nakarada.",,,,,110,https://creatorchords-bucket.s3.amazonaws.com/media/images/Katies_Rock_Theme_-_squ.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Katie’s Romantic Theme cover photo,"Sunrise over the ocean viewed from a wooden pier, with the text: ALEXANDER NAKARADA, MORNINGSTAR ""KATIE'S ROMANTIC THEME"".",,,,,122,https://creatorchords-bucket.s3.amazonaws.com/media/images/Katies_Romantic_Theme_-.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Light’s Templar cover photo,"An armored figure stands before a grand, illuminated archway, under the title ""Alexander Nakarada LIGHT'S TEMPLAR"".",,,,,115,https://creatorchords-bucket.s3.amazonaws.com/media/images/Lights_Templar_-_square.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Rise of Kingdoms cover photo,"Open ornate gate revealing a fantastical castle amid lush greenery and floating islands under a cloudy sky. Text: ""Alexander Nakarada | RISE OF KINGDOMS""",,,,,153,https://creatorchords-bucket.s3.amazonaws.com/media/images/Rise_of_Kingdoms_-_squa.2e16d0ba.format-png.fill-400x400.png,,,
creatorchords.com,,Shadowreign cover photo,"A menacing figure in a dark armor and cloak stands with a staff, surrounded by eerie creatures in a gloomy, forested landscape. Text: ""Alexander Nakarada SHADOWREIGN""",,,,,166,https://creatorchords-bucket.s3.amazonaws.com/media/images/Shadowreign_-_squareart.2e16d0ba.format-png.fill-400x400.png,,,
jobs.buckinghamshire.gov.uk,,Age_Diverse_Employer.max-165x165,AGE DIVERSE EMPLOYER restless,,,Bad,,29,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/Age_Diverse_Employer.max-165x165.max-185x90.png,,,
jobs.buckinghamshire.gov.uk,,Disability_Confident_Employer.max-165x165,Disability Confident EMPLOYER,,,Bad,,29,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/Disability_Confident_Employer.max-165x165.max-185x90.jpg,,,
jobs.buckinghamshire.gov.uk,,ENEI_TIDEAward_silver,enei TIDE Silver Standard 2022/2023,,,Bad,,35,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/ENEI_TIDEAward_silver.max-185x90.jpg,,,
jobs.buckinghamshire.gov.uk,,ERS Gold Logo,"ARMED FORCES COVENANT, Employer Recognition Scheme, Gold award",,,,,62,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/ERS_Gold_Logo.max-185x90.png,,,
jobs.buckinghamshire.gov.uk,,glassdoor1.max-185x90,glassdoor,,,Bad,,9,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/glassdoor1.max-185x90.max-185x90.png,,,
jobs.buckinghamshire.gov.uk,,indeed1.max-185x90,indeed,,,Bad,,6,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/indeed1.max-185x90.max-185x90.png,,,
jobs.buckinghamshire.gov.uk,,mattphoto_ay_114.original,A smiling man in a grey polo shirt standing in an office environment with desks and computers in the background.,,,Bad,,112,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/mattphoto_ay_114.original.2e16d0ba.fill-310x240.jpg,,,
jobs.buckinghamshire.gov.uk,,mattphoto_ay_133 (1),"A man in a white shirt and lanyard, smiling, seated on a blue couch in a library setting with bookshelves in the background.",,,Bad,,124,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/mattphoto_ay_133_1.2e16d0ba.fill-480x265.jpg,,,
jobs.buckinghamshire.gov.uk,,mattphoto_bp_092 (1),"Three people sitting on logs in a sunlit forest, dressed in outdoor gear, smiling at the camera.",,,Bad,,96,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/mattphoto_bp_092_1.2e16d0ba.fill-310x240.jpg,,,
jobs.buckinghamshire.gov.uk,,mattphoto_hs_341.original,A smiling waste collector in a hi-vis vest stands next to a garbage truck with bins.,,,Bad,,84,https://buckinghamshire-gov-uk.s3.amazonaws.com/images/mattphoto_hs_341.original.2e16d0ba.fill-310x240.jpg,,,
workforgood.co.uk,,Alzheimer’s Society,Alzheimer's Society,,,,,19,https://cdn.workforgood.co.uk/media/images/Alzheimers_Society.height-150.png,,,
workforgood.co.uk,,Cancer Research UK,CANCER RESEARCH UK,,,,,18,https://cdn.workforgood.co.uk/media/images/Cancer_Research_UK.height-150.png,,,
workforgood.co.uk,,Crimpit Group Ltd,"Black text on a yellow background reads ""CRIMPIT"".",,,,,50,https://cdn.workforgood.co.uk/media/images/Crimpit_Group_Ltd.height-150.jpg,,,
workforgood.co.uk,,DEC,"Red circular logo with concentric circles and the text ""DISASTERS EMERGENCY COMMITTEE"" around the edge.",,,,,103,https://cdn.workforgood.co.uk/media/images/Circle_logo_3X65DdK.height-150.png,,,
workforgood.co.uk,,DPP_SAH_SL210843_0041637760619390 (2).jpg,"Smiling woman with glasses, wearing a striped shirt, sitting in a creative workspace with sewing machines and colorful fabrics and artwork.",,,Bad,,139,https://cdn.workforgood.co.uk/media/images/DPP_SAH_SL210843_0041637760619390_.2e16d0ba.fill-300x300.jpg,,,
workforgood.co.uk,,Fudge Kitchen,Fudge Kitchen,,,,,13,https://cdn.workforgood.co.uk/media/images/275888443_10158827253434542_67806957016016891.height-150.jpg,,,
workforgood.co.uk,,Great Ormond Street Hospitall,GREAT ORMOND STREET HOSPITAL CHARITY,,,,,36,https://cdn.workforgood.co.uk/media/images/Great_Ormond_Street_Hospitall.height-150.png,,,
workforgood.co.uk,,Hotpod Holdings LTD,"Multicolored overlapping ovals with the text ""hotpod yoga"" written in white lowercased font on a black background.",,,,,114,https://cdn.workforgood.co.uk/media/images/116372125_3360112240784034_582085344257020517.height-150.jpg,,,
workforgood.co.uk,,Kind Bag,KIND BAG LONDON,,,,,15,https://cdn.workforgood.co.uk/media/images/310429517_466400365508120_7494852081081014307.height-150.png,,,
workforgood.co.uk,,Morleys,morleys,,,,,7,https://cdn.workforgood.co.uk/media/images/Untitled_5__5in_6.height-150.png,,,
workforgood.co.uk,,PDSA,PDSA THE VET CHARITY FOR PETS IN NEED,,,,,37,https://cdn.workforgood.co.uk/media/images/yneqZzjz.height-150.png,,,
